Problem NumberWidth,Height,Number Islands,Nodes Visited,Time (ms),Max Memory (MiB)
245,54,74,482,2746,2.18798828125
246,87,67,305,1482,0.969970703125
247,85,57,2,4845,7.138916015625
248,53,53,239,2706,2.5732421875
249,89,73,582,2909,1.894775390625
250,58,57,338,1714,1.038818359375
251,64,85,1,5440,6.864013671875
252,54,86,458,2401,1.451904296875
253,79,54,2,4266,5.1669921875
254,64,70,3,4478,4.987060546875
255,64,74,602,3566,2.511962890625
256,81,78,816,5315,4.656005859375
257,82,87,317,1613,1.078857421875
258,98,99,410,9511,10.0771484375
259,71,66,585,4219,3.69287109375
260,89,80,920,5772,5.088134765625
261,55,100,694,3997,3.456787109375
262,82,56,556,2933,1.922119140625
263,51,83,108,4187,3.912109375
264,68,80,397,5254,4.871826171875
265,90,58,54,5193,5.21484375
266,68,99,22,106,0.31396484375
267,100,91,932,8424,7.5869140625
268,75,93,396,1908,1.203125
269,99,95,5,9403,10.86083984375
270,98,65,12,6367,7.113037109375
271,92,68,24,6254,7.116943359375
272,83,80,180,904,0.625
273,53,99,11,5247,6.22021484375
274,91,86,15,7819,9.30908203125
275,54,94,49,5055,5.114013671875
276,77,56,559,3676,3.235107421875
277,74,60,464,2416,1.43701171875
278,81,63,358,1787,1.080078125
279,71,93,882,5241,4.64404296875
280,64,69,412,2107,1.278076171875
281,83,92,41,7626,8.341064453125
282,82,68,2,5575,6.704833984375
283,69,74,564,2916,1.927001953125
284,56,78,433,2193,1.294921875
285,95,64,772,4539,3.93310546875
286,77,90,646,3314,2.135986328125
287,92,59,722,4120,3.574951171875
288,78,87,1,6786,8.93408203125
289,80,86,551,6587,5.864013671875
290,95,73,92,6904,7.010986328125
291,62,89,1,5518,6.95703125
292,79,53,26,4184,4.468017578125
293,81,71,205,5681,5.30712890625
294,79,85,391,1912,1.217041015625
295,82,51,567,3315,2.298095703125
296,95,95,839,8503,7.653076171875
297,60,71,512,2789,1.842041015625
298,75,59,488,2483,1.48095703125
299,86,94,103,509,0.51806640625
300,98,86,307,8334,7.637939453125
301,70,68,580,3248,2.122802734375
302,95,82,662,7401,6.501220703125
303,66,52,381,3187,2.795166015625
304,57,67,20,3816,3.987060546875
305,91,85,471,7533,6.837890625
306,75,67,11,5023,5.4990234375
307,69,73,652,4142,3.705810546875
308,73,55,1,4015,5.075927734375
309,74,67,1,4958,6.212890625
310,58,86,3,4987,5.798095703125
311,82,98,2,8036,9.615966796875
312,62,62,190,933,0.536865234375
313,87,60,548,2774,1.817138671875
314,60,58,469,2573,1.612060546875
315,59,57,1,3362,4.340087890625
316,97,64,223,6115,5.7119140625
317,51,50,32,2538,2.388916015625
318,67,59,17,3948,4.18798828125
319,68,75,462,4868,4.35302734375
320,77,57,504,4057,3.56201171875
321,56,50,1,2800,3.54296875
322,59,96,571,5279,4.671875
323,68,51,122,3420,3.153076171875
324,80,100,276,7899,7.39892578125
325,61,57,14,3475,3.85888671875
326,78,61,611,4091,3.52587890625
327,89,71,260,1266,0.774169921875
328,100,98,2,9800,12.428955078125
329,75,91,583,2927,1.9521484375
330,69,60,392,1998,1.2080078125
331,62,88,601,3111,2.041015625
332,77,52,541,3486,3.156005859375
333,92,62,6,5702,7.42919921875
334,58,82,477,2471,1.489990234375
335,86,53,1,4558,5.7900390625
336,62,64,237,1240,0.697021484375
337,57,78,1,4446,5.748046875
338,84,66,58,5527,6.05810546875
339,78,59,2,4602,5.495849609375
340,86,87,111,7445,7.8291015625
341,97,55,88,5305,5.241943359375
342,93,84,959,5132,4.55712890625
343,85,94,810,7565,6.88916015625
344,70,67,574,4072,3.511962890625
345,87,91,1,7917,10.837158203125
346,75,81,533,2722,1.826904296875
347,95,68,7,6460,8.4990234375
348,90,89,1057,6551,6.3759765625
349,60,80,1,4800,5.848876953125
350,56,83,14,4637,4.906005859375
351,81,59,1,4779,6.4619140625
352,51,50,124,2491,2.1728515625
353,53,63,354,1780,1.0849609375
354,60,78,7,4679,5.39208984375
355,66,94,484,5911,5.253173828125
356,67,99,359,6506,6.0458984375
357,66,57,182,3706,3.411865234375
358,80,87,291,1430,0.955810546875
359,94,99,749,3797,2.426025390625
360,76,65,224,4864,4.68603515625
361,74,63,345,1735,1.052001953125
362,91,59,657,3572,2.333984375
363,87,77,554,6430,5.73486328125
364,66,56,19,90,0.18603515625
365,83,84,1,6972,9.10693359375
366,78,52,64,4039,4.010009765625
367,70,73,470,4839,4.296875
368,87,83,37,7207,7.85693359375
369,64,56,446,2951,2.10400390625
370,77,87,827,4602,3.982177734375
371,92,74,12,6806,7.59619140625
372,55,54,28,2968,3.093994140625
373,72,82,477,2455,1.47509765625
374,88,71,1,6248,8.157958984375
375,64,56,258,1298,0.787109375
376,93,68,803,5242,4.758056640625
377,94,71,870,4675,4.093994140625
378,50,66,14,3296,3.420166015625
379,66,90,720,5312,4.7080078125
380,61,73,574,3869,3.431884765625
381,61,94,446,5548,5.0029296875
382,57,61,104,3443,3.281982421875
383,69,73,539,2982,1.93310546875
384,56,55,407,2234,1.39208984375
385,91,88,204,7939,8.465087890625
386,69,76,1,5244,6.64501953125
387,53,91,1,4823,5.90185546875
388,81,53,1,4293,5.526123046875
389,81,72,709,3863,2.5458984375
390,69,94,217,6403,6.0
391,55,89,313,4767,4.35498046875
392,67,95,837,5122,4.51611328125
393,86,88,4,7568,9.18701171875
394,88,96,1131,6574,5.77587890625
395,51,94,138,4733,4.414794921875
396,85,65,499,2484,1.483154296875
397,81,58,62,4674,4.693115234375
398,54,84,336,1703,1.02001953125
399,54,77,12,4158,4.704833984375
400,98,67,122,595,0.4970703125
401,96,77,320,1561,1.037109375
402,87,86,385,7310,6.589111328125
403,72,94,564,6479,5.674072265625
404,52,67,139,3437,3.23388671875
405,61,100,308,5972,5.572998046875
406,80,64,489,2510,1.471923828125
407,88,90,790,7443,6.61083984375
408,99,69,24,6826,7.582763671875
409,72,75,17,5392,5.656005859375
410,99,79,872,7069,6.35400390625
411,95,61,587,5322,4.720947265625
412,67,100,541,2690,1.784912109375
413,70,99,860,5676,4.825927734375
414,77,87,2,6699,8.391845703125
415,77,63,189,941,0.565185546875
416,94,60,723,4133,3.593994140625
417,61,81,654,3927,3.468994140625
418,75,66,2,4950,7.007080078125
419,70,83,759,4500,3.955810546875
420,89,76,848,5439,4.740966796875
421,67,56,92,3707,3.570068359375
422,60,62,3,3720,4.458984375
423,95,98,135,9267,9.557861328125
424,81,78,248,6223,5.802978515625
425,99,67,2,6633,8.06591796875
426,91,53,93,4808,4.7529296875
427,99,60,204,5852,5.5009765625
428,62,79,53,4884,5.02783203125
429,74,81,422,5830,5.37890625
430,79,51,97,4003,3.81103515625
431,51,72,356,3455,3.092041015625
432,78,65,238,5002,4.60888671875
433,66,94,754,4208,3.673095703125
434,82,93,435,7461,6.69287109375
435,98,78,571,7393,6.634033203125
436,56,51,23,2848,2.89697265625
437,63,65,537,3023,2.050048828125
438,90,69,82,6182,6.119140625
439,98,94,218,9143,9.458984375
440,77,54,2,4158,5.220947265625
441,74,70,1,5180,6.90283203125
442,56,100,764,4204,3.766845703125
443,51,91,417,4399,3.952880859375
444,96,97,39,9298,10.739013671875
445,98,57,1,5586,7.496826171875
446,80,76,753,4185,3.75
447,62,94,182,5760,5.37109375
448,55,71,484,3335,2.98291015625
449,55,56,380,2087,1.2939453125
450,99,85,8,8411,10.491943359375
451,92,81,589,7187,6.930908203125
452,62,83,5,5146,6.14599609375
453,57,80,555,3220,2.1748046875
454,79,57,600,3880,3.4208984375
455,92,90,978,5335,4.81689453125
456,72,83,634,3299,2.093017578125
457,58,71,1,4118,5.1279296875
458,64,68,28,4344,4.380859375
459,78,54,562,3442,2.348876953125
460,79,78,774,5390,4.737060546875
461,95,62,717,3955,2.5859375
462,63,85,160,764,0.52001953125
463,52,83,530,3634,3.098876953125
464,84,54,231,1150,0.64794921875
465,89,92,11,8187,9.346923828125
466,99,87,1083,7060,6.094970703125
467,55,68,481,2730,1.828125
468,88,76,27,6683,7.30712890625
469,53,76,538,2908,2.094970703125
470,50,73,334,3474,3.087890625
471,95,97,237,9127,10.3330078125
472,63,57,26,3585,3.783935546875
473,75,65,674,3850,3.458984375
474,59,84,2,4955,5.964111328125
475,69,58,517,2984,2.02099609375
476,98,90,1142,6495,5.7041015625
477,89,84,980,6314,5.69677734375
478,99,92,196,982,0.744873046875
479,65,67,137,4296,4.010986328125
480,83,52,38,4301,4.308837890625
481,59,67,382,1912,1.14697265625
482,65,63,54,4070,3.9560546875
483,79,70,711,4068,3.51708984375
484,65,77,257,4890,4.387939453125
485,53,66,14,3493,4.095947265625
486,86,62,386,5178,4.76513671875
487,85,83,230,6955,6.886962890625
488,65,64,273,1341,0.828857421875
489,77,70,1,5388,6.709228515625
490,86,55,90,4695,4.494873046875
491,58,78,1,4524,5.87109375
492,75,85,1,6375,8.518798828125
493,77,85,650,3347,2.157958984375
494,60,84,8,5040,5.87890625
495,85,63,88,5315,5.100830078125
496,89,78,490,2509,1.510009765625
497,84,63,644,3469,2.25
498,58,93,19,5389,6.6669921875
499,86,94,666,3366,2.2060546875
500,65,82,226,1111,0.657958984375
501,87,74,284,1412,0.930908203125
502,95,90,926,7876,7.1728515625
503,76,89,2,6764,8.260986328125
504,76,50,246,1204,0.657958984375
505,93,74,531,6624,6.0390625
506,62,63,13,3897,4.06689453125
507,61,97,639,3280,2.123046875
508,71,85,241,5949,5.5029296875
509,88,75,1,6600,8.876953125
510,70,95,17,6648,7.446044921875
511,76,68,313,5026,4.6630859375
512,57,50,212,1034,0.5458984375
513,54,74,540,3046,2.052978515625
514,83,85,6,7054,8.26611328125
