Problem NumberWidth,Height,Number Islands,Nodes Visited,Time (ms),Max Memory (MiB)
295,92,86,175,8613,4.761962890625
296,93,60,395,6429,2.860107421875
297,82,75,483,7179,3.14697265625
298,67,54,543,2593,1.1298828125
299,58,80,54,4832,2.93017578125
300,80,53,6,4320,2.800048828125
301,61,93,452,1533,0.803955078125
302,82,85,347,7995,3.805908203125
303,100,51,437,1489,0.75390625
304,80,61,188,5471,2.73095703125
305,55,98,79,5745,3.327880859375
306,54,97,310,990,0.578125
307,69,78,489,6111,2.5439453125
308,98,81,841,8839,3.638916015625
309,57,71,108,331,0.2880859375
310,76,88,984,5774,2.39111328125
311,76,55,571,2577,1.10693359375
312,78,64,270,850,0.515869140625
313,64,76,748,3893,1.62109375
314,98,72,851,7597,3.10595703125
315,75,75,232,6343,3.114990234375
316,65,60,448,1692,0.77392578125
317,50,88,413,5046,2.10302734375
318,80,98,1068,4373,1.9130859375
319,62,79,619,2386,1.074951171875
320,82,62,83,5507,3.01904296875
321,53,51,334,1317,0.592041015625
322,58,51,162,3395,1.533935546875
323,90,65,524,6730,2.830078125
324,54,58,378,1410,0.64599609375
325,82,56,677,3039,1.2998046875
326,75,97,556,8382,3.5478515625
327,94,88,929,9159,3.89990234375
328,55,77,140,4716,2.412841796875
329,84,68,155,6293,3.298095703125
330,55,93,747,3323,1.426025390625
331,100,94,1204,9814,4.0458984375
332,67,64,246,789,0.47998046875
333,68,84,221,6445,3.259033203125
334,59,54,78,3495,1.789794921875
335,73,85,35,6430,4.001953125
336,69,61,627,3577,1.47802734375
337,94,76,941,3876,1.719970703125
338,85,84,1009,6729,2.752197265625
339,54,57,314,3463,1.47412109375
340,97,51,217,5606,2.666015625
341,61,85,753,4131,1.737060546875
342,69,84,894,4385,1.8388671875
343,57,80,548,4896,2.031005859375
344,73,58,299,1023,0.574951171875
345,55,72,562,2373,1.046142578125
346,88,73,484,7539,3.203125
347,52,59,399,3040,1.2861328125
348,63,91,327,6588,2.9560546875
349,97,63,793,6347,2.64306640625
350,83,92,1009,7614,3.14599609375
351,87,66,579,6475,2.678955078125
352,84,89,706,2485,1.216064453125
353,54,100,298,6244,2.865966796875
354,80,56,536,4811,1.9599609375
355,73,95,340,1105,0.696044921875
356,70,89,655,6916,2.8720703125
357,58,64,537,3384,1.412109375
358,100,64,448,1529,0.819091796875
359,83,79,580,7472,3.23583984375
360,85,59,486,5776,2.382080078125
361,79,65,392,5915,2.60888671875
362,94,72,865,3542,1.5830078125
363,86,87,969,3868,1.718994140625
364,98,73,26,7334,4.723876953125
365,55,78,75,4630,2.5341796875
366,56,83,337,5387,2.343994140625
367,50,77,550,3236,1.360107421875
368,94,68,186,7093,3.822021484375
369,54,57,468,2523,1.04296875
370,93,63,852,5135,2.113037109375
371,89,51,125,5040,2.655029296875
372,52,70,535,2836,1.197021484375
373,98,71,1070,5822,2.433837890625
374,91,94,1110,4611,2.047119140625
375,82,51,496,4380,1.887939453125
376,90,57,181,5753,3.182861328125
377,81,78,1,6318,4.218994140625
378,88,72,962,4697,1.97509765625
379,74,91,207,7466,4.136962890625
380,61,62,58,4030,2.273193359375
381,97,95,121,9797,5.6259765625
382,53,75,555,3773,1.5478515625
383,60,61,25,3842,2.27783203125
384,68,62,86,4554,2.5498046875
385,74,60,594,2360,1.052001953125
386,90,88,2,7991,5.151123046875
387,95,58,29,5689,3.44287109375
388,75,70,748,4954,2.074951171875
389,80,59,209,5287,2.496826171875
390,63,90,21,5836,3.64794921875
391,80,94,703,8493,3.5859375
392,51,73,334,1172,0.59912109375
393,75,93,1071,5374,2.2431640625
394,50,90,19,4677,2.8310546875
395,51,62,454,1973,0.85400390625
396,62,60,195,4229,1.916015625
397,83,56,659,2791,1.213134765625
398,50,56,243,3225,1.35986328125
399,98,71,865,7436,2.994140625
400,80,56,336,5199,2.208984375
401,90,64,880,4926,2.02099609375
402,57,98,239,753,0.508056640625
403,83,66,7,5541,3.46484375
404,93,99,598,10648,4.616943359375
405,94,62,720,6152,2.48388671875
406,75,87,237,7307,3.6220703125
407,51,96,675,2761,1.215087890625
408,95,68,972,4543,1.90087890625
409,83,61,622,2409,1.083984375
410,56,96,683,2873,1.26806640625
411,80,69,101,5971,3.309814453125
412,68,57,495,1900,0.852783203125
413,95,73,820,3050,1.39404296875
414,65,78,63,5302,3.00390625
415,98,60,837,5593,2.281982421875
416,99,78,602,2029,1.08203125
417,90,88,1049,4280,1.885009765625
418,58,53,192,3548,1.58984375
419,74,94,992,4225,1.822998046875
420,95,87,609,2024,1.072998046875
421,65,71,178,554,0.39306640625
422,98,57,837,4750,1.948974609375
423,55,87,542,1978,0.9228515625
424,50,89,416,5123,2.15185546875
425,59,62,478,1964,0.866943359375
426,95,72,437,1405,0.799072265625
427,86,76,357,7475,3.35693359375
428,92,76,736,7661,3.152099609375
429,52,99,512,5736,2.36181640625
430,75,75,711,5725,2.31689453125
431,68,54,339,4167,1.73095703125
432,86,88,466,8736,3.85595703125
433,62,84,578,5698,2.31884765625
434,59,90,670,5363,2.184814453125
435,58,53,141,3455,1.6240234375
436,90,75,38,7010,4.138916015625
437,92,90,349,9256,4.635009765625
438,90,82,485,8441,3.66796875
439,74,56,363,4673,1.95703125
440,62,71,639,3821,1.56982421875
441,58,52,376,1485,0.663818359375
442,63,70,522,4885,1.98486328125
443,100,81,463,9269,4.09814453125
444,91,54,460,5675,2.369140625
445,69,97,50,6899,4.08203125
446,90,50,205,5075,2.35791015625
447,59,80,16,4876,2.923095703125
448,63,50,437,3000,1.226806640625
449,61,99,120,6538,3.526123046875
450,76,72,596,6022,2.4619140625
451,84,69,92,276,0.3330078125
452,80,93,302,8350,4.14501953125
453,82,68,777,3452,1.511962890625
454,74,63,340,5361,2.298095703125
455,94,71,8,6835,4.177001953125
456,100,86,23,8794,5.338134765625
457,66,95,401,1304,0.739013671875
458,50,66,237,3757,1.60888671875
459,96,62,851,3680,1.5810546875
460,62,53,262,3766,1.615966796875
461,51,56,442,2517,1.030029296875
462,81,59,392,5426,2.283935546875
463,66,72,150,472,0.3671875
464,75,75,50,5877,3.527099609375
465,89,65,399,6677,2.84912109375
466,62,89,678,2723,1.22314453125
467,68,96,5,6553,4.1328125
468,70,86,145,6545,3.451171875
469,84,62,152,5749,2.98291015625
470,66,69,171,5122,2.575927734375
471,76,73,522,6400,2.655029296875
472,80,52,337,1116,0.580078125
473,89,55,584,5112,2.08203125
474,58,89,76,5531,3.077880859375
475,72,51,461,3657,1.4912109375
476,98,63,206,6891,3.47705078125
477,78,91,442,1468,0.824951171875
478,57,53,397,3083,1.26416015625
479,53,55,442,2559,1.052001953125
480,73,93,43,7067,4.18798828125
481,92,96,84,9340,5.410888671875
482,100,97,772,2610,1.35009765625
483,77,76,860,4919,2.01904296875
484,63,83,453,1567,0.791015625
485,69,86,369,6893,3.044921875
486,73,85,562,1919,0.958984375
487,51,65,364,3683,1.52197265625
488,82,51,534,4181,1.702880859375
489,96,84,287,906,0.652099609375
490,52,93,111,5319,2.845947265625
491,93,74,574,7862,3.56103515625
492,96,79,1121,6317,2.758056640625
493,100,84,589,9746,4.416015625
494,92,95,969,9647,4.0
495,53,94,747,4632,1.922119140625
496,64,63,493,4280,1.7490234375
497,100,51,544,5391,2.208984375
498,52,59,19,3170,1.9208984375
499,78,84,104,7046,3.844970703125
500,100,99,674,11385,4.844970703125
501,72,70,716,3200,1.36083984375
502,52,54,193,640,0.35302734375
503,75,99,1042,6733,2.740966796875
504,87,55,616,5125,2.0771484375
505,58,81,577,2340,1.036865234375
506,82,90,727,8457,3.60400390625
507,64,97,297,7049,3.22900390625
508,73,64,458,1604,0.781982421875
509,97,74,1063,6301,2.576904296875
510,83,88,908,7471,3.074951171875
511,94,89,734,9499,3.974853515625
512,78,76,658,6414,2.65185546875
513,100,97,646,11176,4.90283203125
514,73,78,788,3279,1.455078125
515,55,62,1,3410,2.966064453125
516,85,80,716,7494,3.076904296875
517,78,91,257,7876,3.986083984375
518,76,80,898,4802,2.072998046875
519,54,60,138,3661,1.76904296875
520,83,99,1130,7777,3.18212890625
521,67,67,39,4667,2.759033203125
522,59,80,728,3348,1.4169921875
523,53,56,25,3121,1.721923828125
524,95,74,936,7093,2.867919921875
525,92,70,42,6627,4.074951171875
526,51,80,276,4728,2.06103515625
527,60,63,548,3416,1.402099609375
528,86,94,1136,5096,2.173095703125
529,81,99,803,2895,1.39599609375
530,59,68,581,3480,1.42822265625
531,60,85,76,229,0.29296875
532,90,100,1329,7285,3.010009765625
533,90,93,950,3698,1.681884765625
534,54,55,423,2863,1.1748046875
535,56,79,635,3497,1.458984375
536,67,89,192,6605,3.324951171875
537,60,81,728,3830,1.594970703125
538,78,81,887,3772,1.6259765625
539,87,94,85,8647,4.9111328125
540,59,50,114,3308,1.55322265625
541,69,71,544,5328,2.1669921875
542,75,90,974,4469,1.89599609375
543,100,98,11,9928,6.9189453125
544,82,92,1135,5230,2.211181640625
545,86,86,1092,6265,2.60791015625
546,65,63,625,3049,1.28515625
547,91,62,454,6587,2.7578125
