Problem NumberWidth,Height,Number Islands,Nodes Visited,Time (ms),Max Memory (MiB)
179,61,56,35,1636,0.85791015625
180,82,90,15,5030,2.9990234375
181,89,76,6,6503,4.4599609375
182,88,96,187,2060,1.436767578125
183,63,82,50,1894,1.053955078125
184,62,91,110,1594,1.074951171875
185,81,83,96,1628,0.991943359375
186,96,89,117,373,9.93212890625
187,95,85,19,6083,3.7490234375
188,57,81,225,1072,1.509033203125
189,52,77,154,1193,1.18017578125
190,91,58,84,257,4.453125
191,59,51,60,916,0.531005859375
192,91,69,167,572,3.0
193,81,94,161,514,4.651123046875
194,53,82,47,1355,0.75390625
195,77,76,146,1333,0.974853515625
196,86,69,251,1116,1.93896484375
197,91,69,219,1297,1.255126953125
198,67,71,80,1544,0.946044921875
199,94,100,392,1688,4.3310546875
200,66,78,199,1127,1.175048828125
201,88,83,276,979,3.704833984375
202,56,75,152,1159,0.87109375
203,70,60,84,271,3.06005859375
204,93,59,223,1310,1.208984375
205,56,53,7,2706,1.788818359375
206,96,78,133,407,8.572021484375
207,91,76,72,2443,1.35107421875
208,92,54,7,4922,3.56494140625
209,56,76,7,3242,2.06787109375
210,68,88,84,1806,1.013916015625
211,70,59,85,270,1.85595703125
212,83,75,8,5546,3.56884765625
213,94,90,97,1956,1.1650390625
214,79,77,19,5071,3.110107421875
215,93,69,102,308,4.94287109375
216,70,58,184,656,1.385009765625
217,87,51,185,972,0.8701171875
218,58,93,12,4643,2.964111328125
219,89,82,145,1845,1.25
220,72,64,102,1470,0.905029296875
221,75,60,7,4365,2.984130859375
222,83,84,180,1618,1.260986328125
223,62,62,39,1337,0.719970703125
224,50,96,242,1174,1.60986328125
225,68,97,260,1723,1.73583984375
226,52,75,3,3673,2.60009765625
227,68,50,23,2227,1.212890625
228,80,92,277,997,3.447998046875
229,78,66,195,809,1.791015625
230,75,55,123,1180,0.788818359375
231,57,63,71,223,3.549072265625
232,73,82,222,780,2.783935546875
233,78,51,123,400,1.7021484375
234,50,72,179,889,1.09814453125
235,74,79,58,2162,1.18017578125
236,71,80,82,1814,1.10400390625
237,82,61,129,439,2.20703125
238,86,73,215,901,1.759033203125
239,97,50,26,3138,1.84912109375
240,55,77,188,956,1.528076171875
241,89,75,15,5961,4.074951171875
242,85,100,397,1537,5.06787109375
243,51,60,138,773,0.945068359375
244,60,84,100,309,6.64794921875
245,65,53,146,854,0.73291015625
246,83,64,19,3747,2.22607421875
247,70,68,20,3295,1.885009765625
248,58,63,184,695,1.4677734375
249,52,66,102,885,0.575927734375
250,97,54,214,969,1.204833984375
251,94,91,85,3212,1.913818359375
252,87,69,10,5440,3.578857421875
253,80,62,17,3253,1.93017578125
254,51,59,18,53,1.89599609375
255,92,76,1,6965,5.0
256,75,95,161,1521,1.18212890625
257,54,67,5,3271,2.176025390625
258,82,84,283,1455,1.89013671875
259,80,99,297,1933,1.889892578125
260,68,91,67,1467,0.8408203125
261,64,61,68,1533,0.8759765625
262,67,66,49,1473,0.77587890625
263,76,90,123,1529,1.10302734375
264,97,72,297,1400,2.21484375
265,82,50,134,1270,0.885986328125
266,90,81,28,3284,1.97705078125
267,55,77,36,1674,0.99609375
268,54,69,14,3441,2.324951171875
269,50,66,142,962,0.85205078125
270,79,92,66,2676,1.52978515625
271,68,56,96,1341,0.801025390625
272,77,54,58,1257,0.7080078125
273,53,72,41,1283,0.731201171875
274,71,52,20,2565,1.385986328125
275,86,95,358,1447,3.784912109375
276,86,84,254,1634,1.65087890625
277,56,74,7,3671,2.344970703125
278,74,64,16,4337,2.7822265625
279,90,75,193,1551,1.219970703125
280,51,85,14,2280,1.256103515625
281,61,95,235,1052,1.89208984375
282,58,81,217,808,2.473876953125
283,57,84,217,944,1.700927734375
284,88,91,262,1898,1.844970703125
285,54,96,12,3466,2.1240234375
286,78,81,215,1706,1.51708984375
287,58,92,83,1727,1.068115234375
288,61,77,161,1311,1.046875
289,96,100,155,2918,2.031005859375
290,61,64,22,1654,0.906982421875
291,58,53,49,1171,0.634033203125
292,74,81,5,5869,4.22412109375
293,80,94,248,821,4.85498046875
294,75,59,79,1583,0.9599609375
295,53,57,127,546,1.35888671875
296,64,87,201,650,5.988037109375
297,75,71,78,1998,1.1220703125
298,67,55,3,3486,2.41796875
299,64,65,33,1221,0.637939453125
300,56,58,91,826,0.536865234375
301,84,56,170,652,1.2890625
302,71,67,149,1229,0.93212890625
303,66,58,11,3406,2.18994140625
304,74,53,178,778,0.970947265625
305,78,56,114,352,2.153076171875
306,50,87,214,913,2.0439453125
307,55,77,4,4022,2.674072265625
308,50,71,162,895,1.0810546875
309,99,58,163,1310,0.908203125
310,66,90,8,4874,3.222900390625
311,92,64,4,5825,4.19287109375
312,58,53,22,1548,0.8330078125
313,87,60,214,767,2.070068359375
314,87,61,31,2187,1.129150390625
315,74,76,16,4256,2.553955078125
316,75,72,2,5266,3.669189453125
317,85,88,11,6586,4.412841796875
318,66,86,148,1523,1.1298828125
319,93,82,318,1601,2.518798828125
320,66,100,258,1568,1.740966796875
321,70,83,62,192,6.050048828125
322,53,91,134,1398,1.0361328125
323,66,88,125,1609,1.06494140625
324,82,68,217,1200,1.338134765625
325,100,97,25,5985,3.485107421875
326,55,69,78,240,3.302978515625
327,91,89,246,1862,1.614990234375
328,93,89,280,1957,1.94384765625
329,63,63,38,1523,0.80322265625
330,62,88,225,1406,1.385009765625
331,83,51,174,818,0.989990234375
332,66,88,24,3377,1.967041015625
333,94,52,195,733,1.248046875
334,82,82,6,6119,4.09912109375
335,78,95,14,6334,4.02294921875
336,81,76,46,2440,1.30810546875
337,73,85,283,1034,3.784912109375
338,50,89,159,1236,1.052001953125
339,91,74,95,289,6.275146484375
340,60,66,15,3281,2.035888671875
341,52,97,27,2790,1.655029296875
342,97,93,2,8935,6.3359375
343,60,86,113,360,5.08203125
344,65,69,128,1061,0.757080078125
345,71,84,12,4476,2.72705078125
346,97,64,85,1210,0.677001953125
347,90,70,244,1025,2.094970703125
348,89,55,174,1250,1.0419921875
349,94,74,196,1612,1.218994140625
350,73,60,84,256,2.592041015625
351,53,79,143,500,2.359130859375
352,94,56,8,5078,3.51611328125
353,65,60,1,3850,2.72607421875
354,93,92,285,999,4.01611328125
355,86,59,65,193,5.06103515625
356,79,80,23,4283,2.482177734375
357,53,78,31,2001,1.054931640625
358,80,57,10,4359,2.904052734375
359,98,89,21,6792,4.25
360,64,63,9,3421,2.17578125
361,55,87,211,1069,1.549072265625
362,60,74,6,4334,2.880126953125
363,66,59,16,3240,1.971923828125
364,50,99,10,2046,1.111083984375
365,76,77,20,4778,2.990966796875
366,95,97,7,8829,6.035888671875
367,68,95,199,1543,1.359130859375
368,98,80,81,247,9.799072265625
369,77,72,11,5182,3.447021484375
370,61,85,98,1617,1.033203125
371,93,82,171,2587,1.721923828125
372,71,59,108,360,1.823974609375
373,95,73,283,1301,2.171875
374,67,82,10,4215,2.68994140625
375,81,91,30,3294,1.916015625
376,68,83,30,2498,1.31494140625
377,82,98,14,7345,5.0
378,53,54,75,816,0.501953125
379,53,60,2,3167,2.22509765625
380,92,66,104,1655,1.01416015625
381,50,74,86,956,0.593994140625
382,94,89,308,1504,2.595947265625
383,90,96,319,1616,2.779052734375
384,63,63,3,3906,2.771240234375
385,89,89,183,1958,1.327880859375
386,88,81,22,4802,2.785888671875
387,83,91,207,1848,1.368896484375
388,99,57,37,2412,1.258056640625
389,94,96,324,1717,2.507080078125
390,76,61,26,2394,1.298095703125
391,70,60,19,2246,1.2138671875
392,53,97,34,1757,0.972900390625
393,95,56,1,5320,3.924072265625
394,85,87,213,1561,1.3330078125
395,89,92,285,988,5.912109375
396,51,97,177,581,3.471923828125
397,78,90,181,2002,1.3720703125
398,56,57,64,913,0.552001953125
399,59,64,16,1700,0.902099609375
400,56,66,169,635,2.177001953125
401,75,58,166,684,1.31103515625
402,84,95,308,1849,2.197021484375
403,98,74,281,1074,2.7890625
404,55,54,103,679,0.591064453125
405,80,86,166,1584,1.072021484375
406,78,66,16,4266,2.60205078125
407,67,59,24,1539,0.802001953125
408,56,83,197,695,3.054931640625
409,65,98,7,4722,3.114013671875
410,91,83,265,1761,1.798828125
411,96,56,231,998,2.0048828125
412,55,89,135,442,5.22412109375
413,59,100,6,5535,3.909912109375
414,95,88,102,2391,1.449951171875
415,56,70,163,1121,1.059814453125
416,97,77,1,7339,5.2490234375
417,63,88,207,672,5.485107421875
418,79,100,2,7817,5.8349609375
419,75,76,247,1161,1.47509765625
420,64,52,114,1037,0.656005859375
421,77,94,95,1889,1.183837890625
422,95,88,319,1708,2.43798828125
423,83,55,19,3125,1.81201171875
424,68,85,269,1124,2.132080078125
425,56,78,139,1041,0.951904296875
426,86,94,171,2207,1.585205078125
427,57,72,22,1058,0.574951171875
428,68,56,166,683,1.033935546875
429,69,62,189,795,1.697021484375
430,54,65,110,932,0.653076171875
431,71,85,93,1545,0.926025390625
432,67,80,42,1422,0.794921875
433,66,79,18,4233,2.602783203125
434,94,53,26,2700,1.541015625
435,64,77,62,1623,0.91796875
436,98,88,190,1850,1.3388671875
437,67,57,106,1022,0.629150390625
438,88,64,48,2321,1.210205078125
439,82,86,255,924,3.363037109375
440,51,52,104,340,1.77392578125
441,70,74,217,986,1.9599609375
442,80,61,24,1996,1.071044921875
443,96,67,84,1705,1.18603515625
444,82,68,89,270,9.622802734375
445,100,68,2,6800,5.27197265625
446,85,90,14,6329,4.119140625
447,88,83,7,7041,4.9521484375
448,56,62,8,3180,2.138916015625
449,86,51,28,2874,1.672119140625
450,72,88,150,1469,1.19189453125
451,70,74,73,1807,0.989990234375
452,93,78,219,1628,1.48095703125
453,50,87,111,1237,0.8330078125
454,57,93,14,2042,1.13916015625
455,53,54,146,718,0.782958984375
456,71,89,17,4207,2.52001953125
457,81,88,96,2245,1.27099609375
458,99,69,226,815,3.0458984375
459,68,65,23,2185,1.18701171875
460,91,72,9,6197,4.1669921875
461,60,84,192,689,3.0830078125
462,57,75,199,776,1.731201171875
463,55,83,4,4219,2.989013671875
464,54,52,71,222,1.839111328125
465,84,92,102,2795,1.697998046875
466,85,78,140,1834,1.1181640625
467,85,89,117,1807,1.31689453125
468,82,100,11,7049,4.75
469,94,85,263,1421,1.85498046875
470,95,63,19,4027,2.401123046875
471,79,53,163,1052,0.908935546875
472,63,53,8,3219,2.181884765625
473,55,66,178,966,1.2431640625
474,70,91,243,911,3.406982421875
475,53,94,6,4643,3.100830078125
476,79,61,61,1533,0.869140625
477,75,70,169,1242,1.0
478,92,55,33,2496,1.322021484375
479,53,54,148,658,0.9169921875
480,54,70,10,2630,1.484130859375
481,79,87,140,2156,1.37109375
482,81,95,103,2105,1.262939453125
483,89,69,12,5700,3.77490234375
484,85,52,81,1270,0.738037109375
485,71,66,72,1343,0.76220703125
486,85,91,285,1593,2.06494140625
487,76,86,241,1336,2.1728515625
488,83,61,14,4578,2.94580078125
489,79,58,66,1129,0.60986328125
490,51,60,70,221,2.3828125
491,57,71,147,971,1.046142578125
492,72,98,262,1593,1.693115234375
493,68,66,3,4276,2.889892578125
494,74,94,159,1933,1.320068359375
495,91,62,202,1201,1.080078125
496,93,72,66,1680,0.89794921875
497,86,56,90,1128,0.670166015625
498,59,61,145,500,1.622802734375
499,62,74,206,1119,1.260009765625
500,69,63,187,637,1.945068359375
501,91,73,51,2018,1.06298828125
502,93,95,66,2801,1.64208984375
503,94,60,1,5633,3.945068359375
504,72,70,17,3147,1.9150390625
505,99,63,38,3260,2.493896484375
506,63,77,204,765,2.37109375
507,59,56,101,939,0.6259765625
508,55,76,124,1086,0.7919921875
509,53,63,97,697,0.557861328125
510,77,95,19,4100,2.410888671875
511,94,88,121,368,7.587890625
512,67,94,118,362,8.77197265625
513,75,74,181,614,3.491943359375
514,65,81,13,5022,3.2890625
515,78,71,15,4541,2.8740234375
516,89,57,11,5015,3.551025390625
517,87,89,26,5541,3.401123046875
518,88,53,7,4512,3.095947265625
519,96,58,3,5550,4.02099609375
520,61,59,41,1632,0.864990234375
521,56,82,7,4274,2.785888671875
522,79,87,110,2096,1.257080078125
523,78,100,209,2186,1.7958984375
524,50,87,174,1301,1.481201171875
525,76,60,15,4094,2.493896484375
526,51,88,173,622,3.244873046875
527,87,62,20,1436,0.7578125
528,54,92,190,649,4.363037109375
529,75,90,15,5938,3.928955078125
530,63,54,167,777,1.134765625
531,80,85,6,6432,4.324951171875
532,76,55,222,824,2.0458984375
533,53,87,8,3391,2.1650390625
534,52,79,171,634,1.762939453125
535,95,67,223,1559,1.39111328125
536,86,61,13,4444,2.8369140625
537,60,100,235,1602,1.6708984375
538,82,71,180,574,4.1708984375
539,70,62,146,479,2.863037109375
540,88,71,194,674,3.0830078125
541,71,86,22,3579,2.086181640625
542,65,75,178,1088,1.179931640625
543,82,89,7,6928,4.64404296875
544,93,96,313,2043,2.18798828125
545,56,72,32,2154,1.2109375
546,60,82,201,1147,1.466796875
547,100,84,315,1700,2.27001953125
548,52,76,60,1542,0.844970703125
549,85,67,16,4154,2.56494140625
550,100,55,170,1257,0.997802734375
551,67,54,31,1231,0.660888671875
552,65,70,208,897,1.591796875
553,99,76,1,7524,5.302978515625
554,56,94,119,1508,1.0888671875
555,75,64,164,552,3.227783203125
556,58,53,90,875,0.56494140625
557,66,89,21,3309,2.053955078125
558,87,93,13,7051,4.873046875
559,78,86,285,1432,2.340087890625
560,79,83,196,627,6.885986328125
561,71,90,197,1481,1.264892578125
562,84,99,25,4440,2.64306640625
563,98,59,198,1550,1.16796875
564,73,69,33,2916,1.656005859375
565,73,80,6,5685,4.039794921875
566,58,82,14,3273,2.0048828125
567,83,76,68,2218,1.217041015625
568,64,63,133,1133,0.796875
569,62,51,117,878,0.780029296875
570,69,95,290,1459,2.302001953125
571,95,59,227,1186,1.1220703125
572,57,79,5,4067,2.787109375
573,97,76,16,6134,3.838134765625
574,97,77,218,1532,1.385986328125
575,83,99,109,2042,1.29296875
576,68,75,211,936,1.492919921875
577,88,92,147,2298,1.406982421875
578,68,98,178,1852,1.43896484375
579,64,59,48,1444,0.773193359375
580,88,52,22,3528,2.050048828125
581,68,83,210,724,3.203125
582,50,99,71,2196,1.277099609375
583,72,87,224,1398,1.5400390625
584,63,73,107,1361,0.804931640625
585,90,86,11,6767,4.43798828125
586,83,61,225,929,1.35693359375
587,92,57,190,984,0.915771484375
588,61,63,6,3682,2.492919921875
589,87,99,18,5732,3.4560546875
590,73,82,85,1972,1.123046875
591,100,64,269,1208,1.89404296875
592,63,53,52,154,2.4990234375
593,74,97,61,2223,1.27099609375
594,70,92,12,5909,4.092041015625
595,55,77,61,1396,0.80517578125
596,67,64,187,775,1.285888671875
597,56,85,207,713,4.926025390625
598,97,80,2,7751,5.741943359375
599,70,79,194,675,3.640869140625
600,87,97,244,1895,1.72607421875
601,94,76,59,177,6.822021484375
602,88,69,18,4528,2.955810546875
603,58,82,115,1578,1.083984375
604,51,94,206,772,2.943115234375
605,78,65,10,4583,2.955078125
606,53,87,13,3268,2.01904296875
607,96,78,331,1724,2.4931640625
608,55,77,11,3218,2.015869140625
609,57,82,18,3413,2.083984375
610,63,80,128,1407,0.986083984375
611,65,84,241,1138,1.801025390625
612,80,60,7,4420,2.98388671875
613,62,53,68,858,0.498046875
614,53,65,69,225,1.9580078125
615,61,80,12,4150,2.608154296875
616,59,78,122,1219,0.868896484375
617,90,64,30,2610,1.35791015625
618,89,51,72,214,2.928955078125
619,91,65,3,5760,4.0009765625
620,64,90,68,1805,1.013916015625
621,67,96,211,1483,1.375
622,98,82,195,1772,1.304931640625
623,73,51,4,3651,2.546875
624,90,53,140,1123,0.7099609375
625,81,96,7,7250,4.93310546875
626,94,58,2,5441,3.785888671875
627,83,87,4,7214,5.123046875
628,92,68,189,1258,1.39794921875
629,75,93,139,2130,1.322998046875
630,59,56,7,3024,1.988037109375
631,51,87,17,2173,1.211181640625
632,82,66,4,5409,3.751953125
633,61,64,169,699,1.468994140625
634,91,95,310,1638,2.403076171875
635,79,59,102,320,2.689208984375
636,99,54,206,721,2.802001953125
637,66,68,15,3790,2.52294921875
638,94,67,244,1522,1.556884765625
639,71,99,274,1168,3.406982421875
640,99,68,24,5430,3.508056640625
641,58,65,118,1029,0.68994140625
642,74,77,226,1590,1.52001953125
643,56,97,3,5166,3.553955078125
644,52,67,15,2170,1.196044921875
645,58,62,75,1184,0.68505859375
646,85,78,23,2032,1.050048828125
647,71,70,7,4786,3.1611328125
648,50,97,44,1739,1.0009765625
649,91,87,22,5331,3.26318359375
650,82,100,93,2104,1.23095703125
651,54,54,49,852,0.455078125
652,70,76,145,462,4.679931640625
653,85,85,199,623,7.306884765625
654,89,63,152,1269,0.880126953125
655,74,90,87,265,7.357177734375
656,72,73,191,1342,1.263916015625
657,60,97,118,1360,0.953857421875
658,73,80,222,1064,1.863037109375
659,56,59,50,1405,0.783935546875
660,68,52,152,710,0.966796875
661,54,71,58,1042,0.60986328125
662,91,98,9,7609,4.742919921875
663,84,90,278,1223,2.85205078125
664,84,77,267,1317,1.72607421875
665,95,72,135,1598,1.01904296875
666,80,62,33,100,3.579833984375
667,54,58,144,546,1.073974609375
668,86,73,96,1671,0.95703125
669,67,52,10,3154,2.017822265625
670,67,63,6,4122,2.73193359375
671,51,50,73,722,0.429931640625
672,99,69,117,1636,1.0458984375
673,90,93,15,6407,3.8740234375
674,71,73,103,1892,1.125
675,93,73,8,6421,4.343017578125
676,55,87,137,1321,0.97900390625
677,72,77,232,854,3.450927734375
678,85,100,309,2170,2.06201171875
679,75,71,77,1871,1.031982421875
680,62,98,4,5869,4.049072265625
681,83,84,214,773,4.43505859375
682,96,78,18,6454,4.10205078125
683,78,94,109,1983,1.2099609375
684,63,100,14,3698,2.257080078125
685,90,94,182,578,7.839111328125
686,98,89,17,7418,4.69384765625
687,99,51,193,972,0.9931640625
688,83,58,10,4577,3.0
689,51,97,19,3011,1.81591796875
690,53,51,127,762,0.6318359375
691,88,65,33,2971,1.68798828125
692,73,64,85,1514,0.876953125
693,58,67,138,934,0.77001953125
694,73,60,3,4322,2.93896484375
695,96,53,168,1000,1.029052734375
696,60,79,239,978,1.7919921875
697,97,60,52,2627,1.40087890625
698,80,58,10,4294,2.822998046875
699,73,64,91,1337,0.817138671875
700,100,64,14,5536,3.649169921875
701,58,87,7,4669,3.0439453125
702,83,65,173,1421,1.04296875
703,68,72,4,4675,3.16796875
704,81,58,172,571,2.497802734375
705,79,74,174,580,3.745849609375
706,100,58,149,1433,0.97900390625
707,57,54,141,544,1.112060546875
708,54,76,8,3492,2.280029296875
709,65,79,202,1264,1.10107421875
710,95,53,70,1386,0.763916015625
711,69,64,17,2649,1.44482421875
712,92,75,114,1542,0.93310546875
713,78,98,296,1041,5.3779296875
714,76,71,2,5395,3.81201171875
715,86,63,102,1480,0.86083984375
716,65,51,21,2005,1.076171875
717,73,95,187,1816,1.48583984375
718,67,56,187,870,0.967041015625
719,77,64,171,595,2.638916015625
720,55,96,3,5239,3.64599609375
721,74,79,22,1675,0.883056640625
722,66,59,190,821,1.345947265625
723,58,66,93,306,3.111083984375
724,66,100,8,5466,3.494140625
725,74,72,213,1303,1.324951171875
726,91,57,60,189,4.31201171875
727,99,58,6,5217,3.35498046875
728,67,51,18,2025,1.056884765625
729,63,61,63,1373,0.77001953125
730,92,93,165,2120,1.45703125
731,78,66,199,991,1.1591796875
732,70,51,104,331,1.391845703125
733,65,79,224,1359,1.364013671875
734,69,99,285,1212,3.012939453125
735,65,90,9,4929,3.247802734375
736,63,91,58,2372,1.31298828125
737,63,88,219,1147,1.66796875
738,58,77,205,1149,1.43603515625
739,53,87,4,4425,3.02001953125
740,73,74,268,1065,2.34912109375
741,66,59,6,3800,2.635986328125
742,65,67,184,882,1.29296875
743,98,91,232,1951,1.532958984375
744,81,56,22,3020,1.80517578125
745,70,54,31,1422,0.760986328125
746,81,69,74,1398,0.815185546875
747,98,57,199,711,2.14501953125
748,83,52,153,922,0.85302734375
749,96,63,193,1540,1.18212890625
750,97,88,186,2291,1.55908203125
751,79,95,62,2485,1.35400390625
752,93,50,15,4247,2.68701171875
753,97,94,341,1543,3.06494140625
754,50,75,165,999,1.096923828125
755,71,67,5,15,1.333984375
756,96,75,14,6943,4.62109375
757,61,95,19,3339,2.02880859375
758,73,70,7,4874,3.255126953125
759,51,84,31,92,4.2021484375
760,60,83,41,1551,0.884033203125
761,66,80,239,1029,2.536865234375
762,86,56,74,1831,0.9931640625
763,72,98,125,1930,1.238037109375
764,86,100,3,8434,6.889892578125
765,70,81,20,3540,2.208984375
766,96,67,8,6097,4.069091796875
767,85,79,259,1207,2.529052734375
768,77,76,100,1161,0.906005859375
769,70,79,6,4984,3.409912109375
770,61,64,157,660,2.2578125
771,81,81,196,1547,1.718017578125
772,84,59,19,3963,2.87890625
773,66,80,79,1817,1.156982421875
774,97,55,65,195,3.765869140625
775,51,71,51,1523,0.83203125
776,67,100,265,1480,2.072998046875
777,73,92,145,1830,1.255126953125
778,70,56,122,824,0.736083984375
779,57,92,153,1318,1.129150390625
780,92,68,273,1310,1.68603515625
781,84,77,12,5335,3.60498046875
782,95,56,10,5080,3.421142578125
783,81,69,111,1809,1.180908203125
784,65,73,1,4745,3.492919921875
785,50,90,78,1384,0.8681640625
786,74,67,107,1326,0.863037109375
787,75,74,83,1968,1.14599609375
788,67,94,23,3878,2.343994140625
