Problem NumberWidth,Height,Number Islands,Nodes Visited,Time (ms),Max Memory (MiB)
789,80,80,29,3195,1.85009765625
790,56,98,276,1362,2.261962890625
791,78,73,178,1389,1.1259765625
792,70,90,115,1709,1.14404296875
793,66,91,8,5500,3.618896484375
794,50,53,13,1876,1.076904296875
795,80,92,19,5538,3.451904296875
796,75,79,134,1536,1.025146484375
797,93,98,91,280,13.966796875
798,91,66,139,443,3.721923828125
799,90,65,18,4652,2.741943359375
800,84,74,150,487,4.552978515625
801,87,74,205,769,2.322021484375
802,83,77,172,545,5.26611328125
803,95,95,345,1294,4.34912109375
804,71,70,23,1899,1.0458984375
805,99,80,309,1714,2.06103515625
806,89,66,15,4712,2.81982421875
807,76,68,165,1275,1.069091796875
808,82,77,145,1977,1.18603515625
809,60,81,37,1919,1.074951171875
810,77,69,229,1090,1.798828125
811,96,95,314,1626,2.300048828125
812,92,59,188,1121,0.860107421875
813,82,93,21,4851,2.802978515625
814,88,68,23,3590,2.073974609375
815,60,75,203,804,1.990966796875
816,93,52,198,737,1.950927734375
817,67,97,98,2083,1.238037109375
818,57,58,23,67,2.8740234375
819,96,53,21,3070,1.758056640625
820,63,77,186,619,3.433837890625
821,81,52,104,336,1.69482421875
822,65,52,9,2813,1.7080078125
823,77,92,16,4899,2.93408203125
824,99,65,210,1198,1.24609375
825,91,70,101,1752,0.966064453125
826,68,69,226,1032,1.27587890625
827,84,51,46,1529,0.77685546875
828,84,73,241,1029,1.678955078125
829,97,67,200,681,3.930908203125
830,86,79,3,6743,4.8388671875
831,70,88,257,1032,2.223876953125
832,75,80,15,2855,1.699951171875
833,54,78,77,1257,0.7451171875
834,92,62,234,1002,1.675048828125
835,82,62,62,1813,0.9638671875
836,92,57,3,4936,3.36181640625
837,76,52,189,866,1.093017578125
838,98,71,128,2144,1.2421875
839,84,76,175,1438,1.16796875
840,76,68,29,2141,1.1259765625
841,80,100,308,1797,2.321044921875
842,56,95,107,1623,0.98095703125
843,69,82,256,977,2.0
844,83,55,3,4485,3.152099609375
845,93,82,47,2845,1.619140625
846,85,98,63,3720,2.24609375
847,60,98,14,4403,2.662841796875
848,65,63,16,2556,1.428955078125
849,53,86,145,512,4.176025390625
850,76,57,166,918,0.892822265625
851,67,55,19,2404,1.31591796875
852,78,72,163,1577,1.080078125
853,80,78,190,1394,1.31689453125
854,50,64,7,3068,2.06298828125
855,89,84,3,7112,4.8369140625
856,52,72,108,1069,0.779052734375
857,68,60,44,1352,0.72705078125
858,83,69,192,698,2.76806640625
859,51,59,92,695,0.537109375
860,73,90,193,1652,1.365966796875
861,59,53,14,2353,1.276123046875
862,87,54,161,572,1.52783203125
863,73,94,149,1923,1.287841796875
864,84,88,298,1265,4.280029296875
865,58,69,130,941,0.784912109375
866,92,80,8,7117,4.743896484375
867,52,61,15,1170,0.60498046875
868,82,80,244,1429,1.992919921875
869,70,72,185,1124,1.22998046875
870,55,92,171,1246,1.531005859375
871,61,52,79,1004,0.60400390625
872,61,94,175,1330,1.132080078125
873,67,67,65,1737,1.06298828125
874,51,65,30,90,2.744140625
875,52,52,130,569,0.822021484375
876,98,82,269,958,4.434814453125
877,88,58,205,761,1.348876953125
878,82,68,61,1879,1.016845703125
879,92,85,340,1315,3.345947265625
880,59,89,222,947,1.590087890625
881,76,96,32,2808,1.633056640625
882,82,51,96,1265,0.800048828125
883,59,74,142,1250,0.967041015625
884,61,58,165,881,0.829833984375
885,72,62,195,882,1.071044921875
886,80,65,236,945,2.333984375
887,97,99,304,1845,2.81103515625
888,77,87,232,1740,1.930908203125
889,79,57,3,4416,3.093994140625
890,98,84,247,1961,1.762939453125
891,99,63,3,6142,4.4150390625
892,68,84,238,1250,1.991943359375
893,70,73,17,4379,2.630859375
894,100,81,26,6911,4.507080078125
895,78,51,70,1076,0.608154296875
896,63,65,82,1575,0.908203125
897,85,93,65,2567,1.39306640625
898,84,62,168,856,1.016845703125
899,66,67,144,1176,0.85009765625
900,59,71,98,309,3.322998046875
901,83,63,18,2947,1.68701171875
902,100,64,265,1106,2.10400390625
903,99,85,17,6278,3.755859375
904,93,58,98,296,2.078125
905,54,54,32,926,0.51708984375
906,53,62,23,1495,0.825927734375
907,97,83,157,1683,1.134033203125
908,83,73,31,3774,2.163818359375
909,50,83,9,2859,1.7939453125
910,62,75,200,783,1.578857421875
911,65,65,181,674,1.361083984375
912,75,56,25,74,2.662841796875
913,74,79,99,1534,0.943115234375
914,58,73,8,3268,2.050048828125
915,79,86,94,289,7.89990234375
916,60,84,43,2482,1.38720703125
917,79,73,12,4868,3.0400390625
918,52,93,198,1276,1.322021484375
919,92,80,3,7359,5.180908203125
920,92,70,172,567,4.60302734375
921,72,65,143,472,3.210205078125
922,59,54,84,275,1.4189453125
923,95,53,41,1810,0.927001953125
924,93,79,73,2989,1.781982421875
925,70,99,6,6698,4.6708984375
926,84,99,3,8236,6.0341796875
927,60,59,98,1350,0.783935546875
928,53,62,60,966,0.52880859375
929,79,65,231,1074,1.755126953125
930,51,79,184,749,2.237060546875
931,96,80,277,1022,2.85302734375
932,83,87,2,7131,5.10595703125
933,52,68,98,1118,0.73095703125
934,68,64,93,286,3.631103515625
935,61,78,1,4746,3.431884765625
936,74,68,1,5030,3.60302734375
937,61,56,136,531,1.385009765625
938,63,89,5,5419,3.737060546875
939,69,68,13,2553,1.39794921875
940,88,95,4,7980,5.731201171875
941,64,89,264,1326,2.27490234375
942,87,98,386,1750,4.114990234375
943,98,100,174,543,7.77001953125
944,91,62,186,1443,1.140869140625
945,80,71,14,5399,3.571044921875
946,57,64,103,328,1.846923828125
947,58,81,47,1458,0.843017578125
948,69,72,14,2812,1.77001953125
949,77,76,47,1915,1.017822265625
950,69,80,197,1220,1.333984375
951,64,73,2,4669,3.34716796875
952,73,65,165,564,2.63623046875
953,91,91,147,1884,1.319091796875
954,76,88,267,1121,3.9619140625
955,88,61,3,5346,3.83203125
956,95,98,279,2198,2.132080078125
957,63,58,49,149,2.316162109375
958,64,60,165,593,2.011962890625
959,53,88,34,100,4.328857421875
960,75,76,198,1329,1.4619140625
961,96,93,78,236,12.218017578125
962,73,70,71,1418,0.81884765625
963,72,84,151,474,7.77294921875
964,60,55,13,2242,1.281005859375
965,62,82,20,1828,1.01318359375
966,52,52,122,482,1.02001953125
967,75,65,3,4871,3.411865234375
968,88,96,2,6,0.921142578125
969,52,96,82,248,6.911865234375
970,67,80,242,1061,1.7099609375
971,63,68,13,3773,2.373046875
972,88,71,59,2188,1.19189453125
973,76,77,5,5736,4.14404296875
974,51,97,9,4023,2.6708984375
975,91,64,127,1660,1.005126953125
976,93,94,255,2008,1.9208984375
977,78,75,195,672,3.06689453125
978,56,73,195,682,1.888916015625
979,59,70,16,2064,1.152099609375
980,76,90,15,3982,2.3388671875
981,86,62,200,1010,1.170166015625
982,65,86,195,1287,1.251953125
983,94,72,93,285,5.758056640625
984,64,87,244,1150,1.7451171875
985,67,66,6,4392,3.001953125
986,73,52,16,2753,1.721923828125
987,100,91,3,9099,6.495849609375
988,80,83,1,6640,4.7958984375
989,54,78,69,1403,0.815185546875
990,60,52,20,1570,0.8359375
991,56,94,214,811,2.169921875
992,87,89,135,2050,1.34716796875
993,56,93,3,4981,3.525146484375
994,53,78,7,3405,2.2060546875
995,77,60,3,4585,3.262939453125
996,78,69,40,2521,1.381103515625
997,65,57,1,3643,2.56494140625
998,80,65,226,1207,1.150146484375
999,63,68,195,794,1.491943359375
1000,67,63,174,916,1.196044921875

Total Tests,Average Width,Average Height,Average Number Islands,Average Nodes Visited,Average Time (ms)
1000,74.193,74.925,109.418,2275.364,2.27033056640625
